index,City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
714,GREEN BAY,WI,54313,GREAT LAKES ASSET  CORPORATION,WI,0,11,1,5,6,1,0,N,N,67000,0,69000,69000,0
715,COSTA MESA,CA,92626,WELLS FARGO BANK NATL ASSOC,CA,0,46,1,0,0,0,0,N,N,155000,0,155000,139500,0
716,PHOENIX,AZ,85024,NATIONAL BANK OF ARIZONA,AZ,0,9,2,0,0,1,0,N,Y,100000,0,100000,90000,0
717,HAYWARD,CA,94541,BANK OF AMERICA CALIFORNIA N.A,CA,422110,10,1,0,0,1,0,Y,N,50761,0,50000,25000,0
718,ASHEVILLE,NC,28801,BRANCH BK. & TR CO,NC,451220,3,2,0,0,1,0,N,Y,50000,0,50000,45000,0
719,HAYDEN,ID,83835,"READYCAP LENDING, LLC",CA,811121,4,1,0,0,1,0,0,N,361000,0,361000,270750,0
720,SACRAMENTO,CA,95833,BANK OF THE WEST,CA,722110,2,2,20,22,1,1,0,N,374600,0,390000,292500,0
721,BROOKLYN,NY,11230,JPMORGAN CHASE BANK NATL ASSOC,IL,423320,1,2,0,0,0,1,Y,N,25000,0,25000,12500,0
722,LINCOLN,NE,68505,AMERICAN NATIONAL BANK,NE,624410,6,1,19,0,1,1,0,N,32000,0,32000,27200,0
723,Maple Heights,OH,44137,"PNC BANK, NATIONAL ASSOCIATION",DE,484110,6,1,2,4,0,2,N,N,21000,0,21000,10500,0
724,DUBUQUE,IA,52004,DUBUQUE BANK AND TRUST COMPANY,IA,541430,43,1,0,0,1,0,N,N,150000,0,150000,112500,0
725,MENOMONEE FALLS,WI,53051,CORNERSTONE COMMUNITY BANK,WI,722211,12,1,0,12,0,1,N,N,40000,0,40000,36000,0
726,WARMINSTER,PA,18974,WELLS FARGO BANK NATL ASSOC,SD,0,2,1,0,0,73675,0,N,Y,35000,0,35000,28000,0
727,RONKONKOMA,NY,11779,BANK OF AMERICA NATL ASSOC,NC,611620,1,2,1,1,0,1,Y,N,10467,0,10000,5000,0
728,Littleton,CO,80123,PACIFIC CITY BANK,CA,812320,4,1,0,4,0,1,N,N,240000,0,240000,180000,1
729,WINFIELD,KS,67156,SOUTH CENT. KANSAS ECONOMIC DE,KS,0,40,2,40,0,1,0,N,N,400000,0,400000,400000,0
730,HERCULES,CA,94547,UMPQUA BANK,OR,531210,2,1,0,2,1,1,0,N,420000,0,420000,315000,1
731,HOUSTON,TX,77056,WELLS FARGO BANK NATL ASSOC,SD,0,1,2,0,0,6305,0,0,N,500000,0,500000,375000,0
732,BEAVERCREEK,OH,45324,KEYBANK NATIONAL ASSOCIATION,OH,445299,5,1,1,5,1,1,Y,N,10000,0,10000,5000,0
733,SPRINGFIELD,MO,65803,"RURAL MISSOURI, INC.",MO,0,13,1,9,4,1,0,N,N,135000,0,135000,135000,0
734,LAS CRUCES,NM,88004,FIRST NEW MEXICO BK LAS CRUCES,NM,721110,2,2,0,0,1,1,0,Y,150000,0,150000,112500,0
735,CORALVILLE,IA,52241,WELLS FARGO BANK NATL ASSOC,SD,0,4,2,0,0,1,1,N,N,200000,0,200000,150000,0
736,AUSTIN,TX,78753,BBCN BANK,CA,624410,1,2,2,1,0,1,N,N,15000,0,15000,12750,1
737,Appleton,WI,54915,ASSOCIATED BANK NATL ASSOC,WI,621111,1,2,1,1,0,1,N,N,80000,0,80000,40000,0
738,Albuquerque,NM,87108,U.S. BANK NATIONAL ASSOCIATION,NM,423850,3,1,0,0,0,1,N,N,175000,0,175000,131250,0
739,TORRANCE,CA,90504,,,445310,2,1,0,0,1,0,N,N,140000,0,140000,119000,0
740,FAYETTEVILLE,OH,45118,U.S. BANK NATIONAL ASSOCIATION,CA,447110,14,1,0,0,1,2,N,N,1440000,0,1440000,1080000,0
741,MONROE,NY,10950,JPMORGAN CHASE BANK NATL ASSOC,IL,541618,2,1,0,2,0,1,Y,N,48335,0,10000,5000,0
742,NEW YORK,NY,10016,BANK OF AMERICA NATL ASSOC,NC,424210,15,2,10,15,0,1,Y,N,280500,0,75000,37500,0
743,MORA,MN,55051,FIRST CITIZENS NATIONAL BANK,IA,541921,3,1,4,3,0,2,N,N,35000,0,35000,35000,1
744,NEW HAVEN,CT,6513,CITIZENS BANK NATL ASSOC,CT,0,1,1,0,0,1,0,N,N,115000,0,311000,279900,0
745,LUBBOCK,TX,79404,PLAINSCAPITAL BANK,TX,0,9,1,0,0,1,0,N,N,110000,0,110000,92400,0
746,PITTSBURGH,PA,15136,CITIZENS BANK NATL ASSOC,RI,621310,4,1,0,4,1,1,Y,N,44766,0,35000,17500,0
747,LOUISVILLE,KY,40222,"WACHOVIA SBA LENDING, INC.",OH,0,318,1,0,0,77885,0,N,N,300000,0,300000,211500,0
748,GREENSBURG,PA,15601,CITIZENS BANK NATL ASSOC,RI,811118,23,1,0,23,1,1,Y,N,36370,0,20000,10000,0
749,WAYLAND,MA,1778,CITIZENS BANK NATL ASSOC,RI,812320,3,1,0,3,1,1,0,N,60000,0,60000,30000,0
750,MISSOULA,MT,59801,FIRST SECURITY BK OF MISSOULA,MT,514210,1,1,0,0,1,1,0,Y,40000,0,40000,32000,0
751,NEWTOWN,CT,6470,CAPITAL ONE NATL ASSOC,VA,424460,1,1,0,1,1,2,N,N,35000,0,35000,17500,1
752,WORCESTER,MA,1604,BANK OF AMERICA NATL ASSOC,NC,235110,35,1,0,0,0,0,N,N,300000,0,300000,255000,0
753,HEBRON,KY,41048,"THE BANK OF KENTUCKY, INC",KY,332710,13,1,0,0,1,1,N,N,1307000,0,1307000,980250,1
754,SEATTLE,WA,98118,U.S. BANK NATIONAL ASSOCIATION,OH,522310,4,1,2,6,0,1,Y,N,134228,0,50000,25000,1
755,KISSIMMEE,FL,34759,BBCN BANK,CA,448310,1,1,1,2,0,1,N,N,15000,0,15000,12750,1
756,HONOLULU,HI,96816,HAWAII NATIONAL BANK,HI,444190,12,2,0,12,1,1,0,N,400000,0,400000,300000,0
757,GOLDEN,CO,80403,"COLORADO LENDING SOURCE, LTD.",CO,236210,30,1,10,0,1,1,0,N,813000,0,813000,813000,0
758,MISSION,TX,78572,JPMORGAN CHASE BANK NATL ASSOC,IL,235310,2,2,6,2,1,1,0,N,18400,0,18400,9200,0
759,AUBURN,NY,13021,SYRACUSE ECONOMIC DEVEL CORP,NY,0,16,1,0,10,1,0,N,N,213000,0,213000,213000,0
760,LUBBOCK,TX,79410,PLAINS FINAN INVEST CORP,TX,541921,1,2,0,0,1,1,0,Y,28845,0,30000,24000,0
761,Mokena,IL,60448,ASSOCIATED BANK NATL ASSOC,WI,238220,10,1,0,10,0,1,Y,N,75284,0,75000,37500,0
762,STUARTS DRAFT,VA,24477,"BUSINESS FINANCE GROUP, INC.",VA,623110,53,1,3,0,1,2,N,N,1300000,0,1300000,1300000,0
763,SACRAMENTO,CA,95825,SBA - EDF ENFORCEMENT ACTION,CO,451140,12,1,4,0,1,0,N,N,289000,0,289000,289000,0
764,WOODBRIDGE,VA,22192,BANK OF AMERICA NATL ASSOC,NC,423610,1,1,0,1,0,2,Y,N,14631,0,10000,5000,0
765,COLD SPRING,MN,56320,BREMER BANK NATL ASSOC,MN,0,3,2,0,0,1,0,N,N,405000,0,432000,345600,0
766,RICHMOND,VA,23223,UNION FIRST MARKET BANK,VA,512110,6,1,0,0,1,1,N,N,390000,0,390000,292500,0
767,CARY,NC,27513,"PNC BANK, NATIONAL ASSOCIATION",DE,624410,13,2,13,0,1,0,0,N,211200,0,230000,172500,0
768,OTTAWA,KS,66067,PEOPLES BANK,KS,624410,4,2,0,0,1,0,N,N,131300,0,131300,118170,0
769,LUTHERVILLE TIMONIUM,MD,21093,BANK OF AMERICA NATL ASSOC,NC,621210,5,1,0,5,1,1,Y,N,62405,0,48000,24000,0
770,LIBBY,MT,59923,GLACIER BANK,MT,0,2,1,0,0,1,2,0,Y,60000,0,60000,48000,0
771,Mayfield Village,OH,44143,"PNC BANK, NATIONAL ASSOCIATION",DE,541211,2,2,4,2,0,1,N,N,476200,0,476200,357150,0
772,WESTMINSTER,MD,21157,BANK OF AMERICA NATL ASSOC,NC,238320,2,2,0,2,1,1,Y,N,13000,0,10000,5000,0
773,PARIS,IL,61944,FIRST NATL BK IN GEORGETOWN,IL,0,2,1,0,0,1,0,N,Y,70000,0,70000,56000,0
774,DUNNELLON,FL,34432,BANK OF AMERICA NATL ASSOC,NC,236118,2,1,0,2,0,2,Y,N,14000,0,10000,5000,0
775,DOWNSVILLE,NY,13755,COMMUNITY BANK NATL ASSOC,NY,332312,16,1,0,0,1,0,N,N,50000,0,50000,45000,0
776,DEARBORN,MI,48128,CITIZENS BANK NATL ASSOC,RI,453220,3,2,0,3,0,1,N,N,24880,0,25000,12500,1
777,WAUKEGAN,IL,60085,SMALL BUS. GROWTH CORP,IL,812331,66,1,19,0,1,1,N,N,599000,0,599000,599000,0
778,FREMONT,CA,94539,LOANS FROM OLD CLOSED LENDERS,DC,233210,9,1,0,0,1,0,N,0,208000,0,208000,145600,0
779,CENTERVILLE,PA,16404,"PNC BANK, NATIONAL ASSOCIATION",DE,484110,1,1,0,0,1,2,0,N,22000,0,22000,11000,0
780,LA CROSSE,WI,54601,PARK BANK,WI,812112,2,1,0,0,1,2,0,Y,30000,0,30000,25500,0
781,SAN ANTONIO,TX,78239,FROST BANK,TX,541940,2,1,0,0,1,0,N,N,150000,0,200000,150000,0
782,SALT LAKE CITY,UT,84121,MOUNTAIN W. SMALL BUS. FINAN,UT,0,1,1,5,1,1,0,N,N,223000,0,223000,223000,0
783,VIRGINIA BEACH,VA,23452,INNOVATIVE BANK,CA,236116,2,1,1,2,0,1,N,N,50000,0,50000,42500,0
784,SAN ANTONIO,TX,78254,FROST BANK,TX,0,5,1,0,0,1,0,N,Y,100000,0,100000,90000,0
785,BROOKLYN,NY,11238,HSBC BK USA NATL ASSOC,NY,541870,1,1,0,1,0,1,Y,N,25000,0,25000,12500,0
786,LOMBARD,IL,60148,"READYCAP LENDING, LLC",CA,811112,6,1,0,6,51702,1,0,N,223000,0,223000,167250,1
787,CLAREMORE,OK,74017,RCB BANK,OK,811121,3,2,0,0,1,1,0,Y,30000,0,30000,24000,1
788,ROCHESTER HILLS,MI,48307,"READYCAP LENDING, LLC",CA,541940,4,1,1,3,1,1,0,N,248000,0,248000,186000,0
789,MARBLEHEAD,MA,1945,NATL GRAND BK OF MARBLEHEAD,MA,541410,1,1,0,0,1,2,0,Y,25000,0,25000,21250,0
790,WOODLAND,CA,95695,U.S. BANK NATIONAL ASSOCIATION,OH,238210,1,2,0,1,1,1,N,N,10000,0,10000,5000,0
791,New bedford,MA,2744,BRIDGEWATER SAVINGS BANK,MA,713930,8,1,20,8,0,1,Y,,75000,0,75000,67500,0
792,MADISON LAKE,MN,56063,ROUNDBANK,MN,313311,3,2,2,3,1,2,Y,N,132000,0,50000,25000,0
793,KETTLE FALLS,WA,99141,BANK OF AMERICA NATL ASSOC,NC,541511,1,1,0,1,0,1,Y,N,11485,0,5000,2500,0
794,YOUNGSTOWN,OH,44515,"PNC BANK, NATIONAL ASSOCIATION",DE,238220,20,1,0,20,56230,1,T,N,129459,0,50000,25000,1
795,Mechanicsville,VA,23116,UMPQUA BANK,OR,454111,1,1,2,1,0,1,N,N,25000,0,25000,22500,0
796,LOS ANGELES,CA,90036,BANK OF AMERICA NATL ASSOC,NC,711211,6,1,0,6,0,1,Y,N,10800,0,10000,5000,1
797,SACRAMENTO (CITRUS HEIGHTS),CA,95825,WELLS FARGO BANK NATL ASSOC,SD,0,2,1,0,0,1,0,N,Y,50000,0,50000,45000,0
798,OAKLAND,CA,94621,SBA - EDF ENFORCEMENT ACTION,CO,721110,22,1,10,22,46413,1,0,N,2000000,0,2000000,2000000,0
799,CARLSBAD,NM,88220,WELLS FARGO BANK NATL ASSOC,NM,0,3,1,0,0,1,0,N,N,290000,0,290000,217500,0
800,COLUMBUS,OH,43229,"FIRSTMERIT BANK, N.A.",OH,812990,3,1,0,0,1,1,N,N,154000,0,154000,77000,0
801,FREEDOM,PA,15042,FIRST NATL BK OF PENNSYLVANIA,PA,236118,1,2,2,1,55955,1,0,N,68861,0,100000,85000,0
802,LINCOLN,NE,68504,WELLS FARGO BANK NATL ASSOC,SD,423120,12,2,18,12,1,1,0,N,1070000,0,1070000,802500,0
803,SWARTHMORE,PA,19081,CITIZENS BANK NATL ASSOC,RI,541310,3,1,0,3,1,1,Y,N,31369,0,5000,2500,0
804,NEW ORLEANS,LA,70130,CAPITAL ONE NATL ASSOC,VA,336611,10,1,0,0,1,1,Y,N,250000,0,250000,225000,0
805,GREENDALE,WI,53129,WELLS FARGO BANK NATL ASSOC,SD,0,1,1,0,0,1,0,0,N,625000,0,625000,468750,0
806,NEWPORT NEWS,VA,23606,LANGLEY FCU,VA,621210,6,1,0,6,0,1,N,N,126000,0,126000,107100,0
807,YAKIMA,WA,98909,NORTHWEST BUS. DEVEL ASSOC,WA,541110,6,1,4,0,1,1,N,N,548000,0,548000,548000,0
808,SAGINAW,MI,48602,"PNC BANK, NATIONAL ASSOCIATION",IL,323114,11,1,0,11,1,1,Y,N,123958,0,50000,25000,0
809,BRONX,NY,10463,WILSHIRE BANK,CA,812320,3,1,0,3,0,1,N,N,100000,0,100000,85000,0
810,ENCINITAS,CA,92024,FIRST BANK,CA,812320,7,1,0,0,1,0,N,N,57121,0,57121,45697,0
811,PLANTATION,FL,33317,"CITIBANK, N.A.",FL,541512,16,1,0,0,1,0,0,N,150000,0,150000,105000,0
812,ORANGE,CA,92869,BANK OF AMERICA NATL ASSOC,NC,541110,1,1,0,1,0,1,Y,N,35000,0,20000,10000,0
813,BLUFFDALE,UT,84065,"FRONTIER BANK, FSB",CA,334220,33,1,0,33,1,2,N,N,500000,0,500000,375000,0
814,MIDDLEBURG (CORPORATE AND TOWN,NY,12122,BANK OF AMERICA NATL ASSOC,RI,235990,1,1,0,1,1,1,Y,N,27877,0,18700,9350,0
815,WAUKESHA,WI,53186,PARK BANK,WI,236118,3,2,1,3,33185,2,N,N,208000,0,208000,104000,0
816,LOGAN,UT,84321,MOUNTAIN AMERICA FCU,UT,523930,1,2,0,1,1,1,T,N,62222,0,25000,12500,1
817,GREENWOOD,IN,46142,CITIZENS BANK NATL ASSOC,RI,445299,4,2,0,4,1,1,N,N,20000,0,20000,10000,1
818,BEACON FALLS,CT,6403,BANK OF AMERICA NATL ASSOC,RI,541611,1,1,0,1,1,1,Y,N,30924,0,25000,12500,1
819,CHIPPEWA FALLS,WI,54729,BMO HARRIS BK NATL ASSOC,IL,561910,39,1,0,0,1,2,0,N,395000,0,395000,296250,0
820,NORTH PROVIDENCE (TOWN OF),RI,2896,BANK RHODE ISLAND,RI,236118,3,1,2,5,1,2,Y,N,50000,0,50000,25000,1
821,PUYALLUP,WA,98371,HERITAGE BANK,WA,0,3,2,0,0,1,0,N,Y,40000,0,40000,36000,0
822,BEDFORD,PA,16625,CITIZENS BANK NATL ASSOC,RI,236220,1,1,0,1,1,2,Y,N,30100,0,30000,15000,0
823,SCHUYLERVILLE,NY,12871,GLENS FALLS NATL BK & TR CO,NY,0,2,2,0,0,1,0,0,N,79500,0,79500,55650,0
824,CLIO,MI,48220,"BUSINESS LOAN CENTER, LLC",SC,447110,1,2,3,1,1,2,0,N,944000,0,944000,708000,0
825,MELBOURNE,FL,32901,FDIC/550,TX,722110,75,2,0,0,1,1,N,N,1040000,0,1040000,748800,1
826,KAUKAUNA,WI,54130,AMER NATL BANK-FOX CITIES,WI,722410,10,2,0,10,0,1,N,N,41000,0,41000,20500,0
827,SAG HARBOR,NY,11787,JPMORGAN CHASE BANK NATL ASSOC,IL,326113,5,2,0,0,1,0,Y,N,199999,0,100000,50000,0
828,NEW BEDFORD,MA,2740,BBCN BANK,CA,561720,2,1,2,2,0,1,N,N,50000,0,50000,42500,1
829,EUSTIS,FL,32776,FLORIDA COMMUN BANK NATL ASSOC,FL,0,5,1,0,0,1,0,N,N,250000,0,250000,187500,0
830,HARRODSBURG,KY,40330,CITIZENS COMM. NATL BK,KY,811111,3,2,3,0,1,2,0,N,126400,0,126400,63200,0
831,McMinnville,OR,97128,CAPITAL ONE NATL ASSOC,VA,811490,5,1,0,5,0,2,N,N,75000,0,75000,37500,0
832,PEWAUKEE,WI,53072,ASSOCIATED BANK NATL ASSOC,WI,541810,16,1,0,16,0,2,N,N,350000,0,350000,262500,0
833,BOISE,ID,83713,ZIONS FIRST NATIONAL BANK,UT,541618,1,2,0,1,0,1,Y,N,37482,0,25000,12500,1
834,MONROVIA,CA,91016,CAPITAL ONE NATL ASSOC,VA,561439,6,1,0,0,1,1,0,Y,25000,0,25000,21250,1
835,KENT,WA,98032,EAST WEST BANK,WA,334519,45,1,0,45,0,1,N,N,1000000,0,1000000,900000,0
836,PHILADELPHIA,PA,19153,WELLS FARGO BANK NATL ASSOC,PA,0,7,2,0,0,1,0,N,N,165000,0,165000,123750,0
837,RED BLUFF,CA,96080,FIRST-CITIZENS BK & TR CO,NC,722110,28,1,72,100,1,1,0,N,455100,0,459800,344850,0
838,MARIETTA,GA,30060,UNITED COMMUNITY BANK,GA,711320,2,1,1,0,0,1,N,N,187100,0,187100,140325,0
839,PROVIDENCE,RI,2909,COASTWAY COMMUNITY BANK,RI,0,16,1,0,0,1,1,N,N,470000,0,485000,363750,0
840,RANCHO CORDOVA (MILLS),CA,95670,PACIFIC WESTERN BANK,CA,721110,14,1,4,14,67735,1,0,N,1333300,0,1333300,999975,0
841,BRADENTON,FL,34208,BANK OF AMERICA NATL ASSOC,NC,238340,5,1,1,5,0,1,Y,N,112500,0,35000,17500,0
842,CINCINNATI,OH,45216,"PNC BANK, NATIONAL ASSOCIATION",DE,484210,2,1,1,2,1,1,T,N,45000,0,60000,30000,1
843,BAILEY,CO,80421,CALIFORNIA BANK & TRUST,CA,484121,2,1,0,0,1,1,N,N,150000,0,150000,127500,0
844,NORWELL,MA,2061,CITIZENS BANK NATL ASSOC,RI,485410,17,1,0,17,1,1,Y,N,228764,0,65000,32500,0
845,BELCHERTOWN (CENSUS NAME FOR B,MA,1007,FLORENCE SAVINGS BANK,MA,0,15,1,15,15,1,1,0,N,22500,0,22500,11250,0
846,PACOIMA,CA,91331,CALIFORNIA STATEWIDE CERT. DEV,CA,0,10,1,6,4,1,0,N,N,183000,0,206000,206000,0
847,DENVER,CO,80239,WELLS FARGO BANK NATL ASSOC,CO,335122,16,1,0,0,1,0,N,N,78553,0,100000,90000,0
848,ABERDEEN,ID,83210,CITIZENS COMMUN BANK A DIVISIO,ID,811111,2,1,0,0,1,1,0,Y,149000,0,149000,126650,0
849,SHELTON,CT,6484,BANK OF AMERICA NATL ASSOC,RI,541620,22,1,3,25,1,1,Y,N,108939,0,100000,50000,0
850,GARDNER,KS,66030,ARVEST BANK,AR,444130,14,1,0,14,1560,1,Y,N,71218,0,50000,25000,1
851,SAN LUIS OBISPO,CA,93401,MUFG UNION BANK NATL ASSOC,CA,621310,1,1,0,0,1,0,N,N,75000,0,75000,63750,0
852,SAN LEANDRO,CA,94577,BANK OF MARIN,CA,811198,7,1,0,0,1,1,N,N,1150000,0,1150000,862500,0
853,SAN DIEGO,CA,92123,CITY NATIONAL BANK,CA,561720,2520,1,0,252,1,1,0,N,1200000,0,1200000,900000,0
854,CRYSTAL LAKE,IL,60014,HOME ST. BANK/NATL ASSOC,IL,451211,25,1,0,0,1,1,0,Y,83000,0,83000,66400,1
855,RENTON,WA,98055,WELLS FARGO BANK NATL ASSOC,SD,811111,3,1,0,0,1,0,0,N,301000,0,301000,225750,0
856,BROOMFIELD,CO,80020,"COLORADO LENDING SOURCE, LTD.",CO,812199,6,1,22,0,28877,1,N,N,582000,0,582000,582000,0
857,BLAKESLEE,PA,18340,CITIZENS BANK NATL ASSOC,RI,531130,2,1,0,2,1,1,Y,N,20000,0,20000,10000,0
858,SAN DIEGO,CA,92170,"CITIBANK, N.A.",SD,235910,8,1,3,11,1,1,Y,N,50000,0,50000,25000,1
859,BELMONT,MA,2478,CITIZENS BANK NATL ASSOC,RI,448310,2,1,0,2,1,1,Y,N,14274,0,5000,2500,0
860,GILBERT,AZ,85233,SOUTHWESTERN BUS. FINANCING CO,AZ,238220,16,1,5,0,1,1,0,N,264000,0,266000,266000,0
861,HORTON,AL,35980,SOUTHERN DEVELOPMENT COUNCIL,AL,0,9,2,9,0,1,0,N,N,188000,0,188000,188000,0
862,EDISON,NJ,8837,JPMORGAN CHASE BANK NATL ASSOC,IL,454210,5,1,5,5,0,1,Y,N,565000,0,250000,125000,0
863,Farmingdale,NY,11735,"TD BANK, NATIONAL ASSOCIATION",DE,453220,2,1,0,0,0,1,Y,N,97899,0,50000,25000,0
864,ALEXANDRIA,MN,56308,BLACKRIDGEBANK,MN,332710,75,1,0,75,0,2,Y,N,250000,0,250000,125000,0
865,DAWSON SPRINGS,KY,42408,U.S. BANK NATIONAL ASSOCIATION,OH,238220,5,1,0,5,1,1,Y,N,34064,0,15000,7500,0
866,JACKSON,MS,39201,TRUSTMARK NATIONAL BANK,MS,0,3,2,0,0,1,0,0,Y,45000,0,45000,36000,0
867,MILFORD,MI,48381,FIFTH THIRD BANK,OH,722410,20,1,0,0,1,2,N,N,306000,0,306000,229500,0
868,YOUNGSVILLE,NC,27596,BANK OF AMERICA NATL ASSOC,NC,0,4,2,0,0,50850,1,0,Y,145200,0,145200,108900,0
869,IRVING,TX,75061,U.S. BANK NATIONAL ASSOCIATION,OH,0,12,2,12,12,1,1,0,N,151300,0,165500,124125,0
870,LOS ANGELES,CA,90010,BBCN BANK,CA,422610,4,1,0,4,1,1,0,N,500000,0,500000,450000,0
871,SAN DIEGO,CA,92121,U.S. BANK NATIONAL ASSOCIATION,CA,334513,23,1,0,0,1,0,0,N,235000,0,235000,176250,0
872,MT OLIVE,MS,39119,PEOPLES BANK,MS,112320,2,2,0,0,1,0,N,N,300000,0,300000,225000,0
873,EUGENE,OR,97402,PACIFIC CONTINENTAL BANK,OR,811113,11,1,0,11,1350,1,N,N,493000,0,493000,369750,0
874,PETERSBURG,NE,68652,PETERSBURG STATE BANK,NE,237110,1,2,0,0,1,2,0,Y,112300,0,112300,95455,0
875,MAGALIA,CA,95901,BANK OF AMERICA NATL ASSOC,NC,722110,15,1,8,15,1,1,T,N,96434,0,80000,40000,1
876,KANAWHA,IA,50447,IOWA BUSINESS GROWTH COMPANY,IA,0,150,1,0,0,0,0,N,N,243000,0,243000,243000,0
877,OAKLAND,NJ,7436,BANK OF AMERICA NATL ASSOC,NC,812320,6,2,2,8,0,1,N,N,33000,0,33000,16500,0
878,NEW FAIRFIELD,CT,6812,SAVINGS BANK OF DANBURY,CT,722213,12,1,2,12,0,1,N,N,130000,0,130000,65000,1
879,SAN ANTONIO,TX,78238,WELLS FARGO BANK NATL ASSOC,TX,0,7,1,0,0,1,0,N,N,175000,0,175000,140000,0
880,APPLETON,WI,54915,BANK MUTUAL,WI,621340,27,1,15,27,47406,1,0,N,105000,0,105000,52500,0
881,MONTICELLO,IN,47960,CITIZENS BANK NATL ASSOC,RI,621210,6,1,0,6,0,1,Y,N,99000,0,99000,49500,0
882,WAPPINGERS FALLS,NY,12590,HSBC BK USA NATL ASSOC,NY,451110,4,1,0,0,1,0,N,N,35000,0,35000,26250,0
883,TULSA,OK,74145,TULSA ECONOMIC DEVEL CORP,OK,332312,55,1,55,55,1,1,N,N,414000,0,423000,423000,0
884,MIAMI,FL,33161,BANK OF AMERICA NATL ASSOC,NC,561790,1,1,1,2,0,1,Y,N,17500,0,10000,5000,0
885,HIALEAH,FL,33012,BANK OF AMERICA NATL ASSOC,NC,811412,1,2,1,1,0,1,N,N,39500,0,25000,12500,1
886,PLATTSBURGH,NY,12901,COMMUNITY BANK NATL ASSOC,NY,422130,15,1,0,0,1,0,N,N,600000,0,600000,450000,0
887,BEVERLY,WV,26253,CITIZENS BK OF W. VIRGINIA INC,WV,721214,4,2,0,0,1,0,N,Y,100000,0,100000,90000,0
888,HOUSTON,TX,77040,BANK OF AMERICA NATL ASSOC,NC,0,6,1,0,0,1,0,N,N,57500,0,57500,50600,0
889,COLUMBIA,SC,29201,BBCN BANK,CA,514199,6,1,0,6,1,1,0,N,15000,0,15000,12750,1
890,NADINE,PA,15068,CITIZENS BANK OF PENNSYLVANIA,PA,561720,6,1,0,6,1,1,Y,N,10000,0,10000,5000,1
891,HOUSTON,TX,77089,WELLS FARGO BANK NATL ASSOC,TX,0,30,1,0,0,1,0,N,Y,81000,0,81000,64800,0
892,GREEN BAY,WI,54304,BANK FIRST NATIONAL,WI,484110,3,1,0,3,0,1,Y,N,87000,0,60000,30000,0
893,AGOURA HILLS,CA,91301,CDC SMALL BUS. FINAN CORP,CA,454111,1,1,5,0,1,1,0,N,840000,0,840000,840000,0
894,CROSSWICKS,NJ,8515,CAPITAL ONE NATL ASSOC,VA,561920,10,1,0,10,0,1,N,N,35000,0,35000,17500,0
895,HAYWARD,CA,94542,BBCN BANK,CA,514210,1,1,0,1,1,0,0,N,5000,0,5000,4250,0
896,MIAMI,FL,33131,BAC FLORIDA BANK,FL,0,16,1,0,0,1,0,Y,N,250000,0,250000,225000,0
897,ADNOVER,MN,55304,U.S. BANK NATIONAL ASSOCIATION,OH,236118,1,1,0,1,1,1,Y,N,216383,0,50000,25000,1
898,TORRANCE,CA,90501,WELLS FARGO BANK NATL ASSOC,SD,0,25,1,0,0,1,0,0,N,983000,0,1019000,749984,0
899,SAN JOSE,CA,95113,"READYCAP LENDING, LLC",CA,0,4,1,4,4,1,1,0,N,161000,0,161000,120750,0
900,SEATTLE,WA,98134,CATHAY BANK,CA,321918,13,1,7,13,1,1,0,N,250000,0,250000,187500,0
901,MANCHESTER,NH,3101,CITIZENS BANK NATL ASSOC,RI,621999,1,1,0,1,1,1,Y,N,43581,0,25000,12500,0
902,CONCORD,CA,94520,CITIBANK INTERNATIONAL,CA,811118,6,1,0,0,1,0,0,N,80000,0,80000,56000,1
903,SAN BERNARDINO,CA,92407,COMMUNITY W. BANK NATL ASSOC,CA,811111,3,1,0,0,1,0,N,N,250000,0,250000,187500,0
904,JACKSON,MS,39211,TRUSTMARK NATIONAL BANK,MS,0,3,2,0,0,74789,1,0,Y,110000,0,110000,82500,0
905,CROTON FALLS,NY,10520,BANK OF AMERICA NATL ASSOC,NC,621310,1,1,0,1,1,1,Y,N,52272,0,30000,15000,1
906,IRVING,TX,75061,JPMORGAN CHASE BANK NATL ASSOC,IL,812990,2,1,2,2,1,1,0,N,20000,0,20000,10000,1
907,PERRONVILLE,MI,49873,WELLS FARGO BANK NATL ASSOC,MI,722410,6,1,0,0,1,0,0,Y,100000,0,100000,80000,0
908,DUNEDIN,FL,34698,SYNOVUS BANK,FL,624410,9,1,3,9,1,1,0,N,250000,0,250000,187500,0
909,INVER GROVE HEIGHTS,MN,55076,TWIN CITIES-METRO CERT. DEVEL,MN,0,75,1,8,75,1,0,N,N,268000,0,268000,268000,0
910,MIAMI,FL,33175,BANK OF AMERICA NATL ASSOC,NC,624410,2,1,0,2,0,1,Y,N,24656,0,10000,5000,1
911,TRACY,CA,95377,JPMORGAN CHASE BANK NATL ASSOC,IL,541810,2,1,2,2,1,2,Y,N,35537,0,18000,9000,1
912,NORTH LAS VEGAS,NV,89030,NEVADA ST. DEVEL CORP,NV,447110,25,2,25,0,1,1,N,N,1000000,0,1000000,1000000,0
913,SANTA ROSA,CA,95401,WESTAMERICA BANK,CA,448140,3,2,0,0,1,0,N,N,50000,0,50000,45000,0
